disabled_sensor,state_id,TPR
25.0,17,0.9527096228347508
25.0,18,0.9284984224325645
25.0,19,0.5709509985044426
25.0,20,0.8704569513055752
26.0,0,0.03484350096646207
26.0,1,0.8597174866049684
26.0,2,0.9326127860674748
26.0,3,0.6927085614188745
26.0,4,0.9227298611415305
26.0,5,0.8513223104249814
26.0,6,0.9098015106270859
26.0,7,0.7307981761034131
26.0,8,0.2051158089043203
26.0,9,0.5866790747141718
26.0,10,0.9059208779538013
26.0,11,0.9648285613290916
26.0,12,0.9328962421895626
26.0,13,0.9421025013118769
26.0,14,0.9892759017991669
26.0,15,0.48750662193183825
26.0,16,0.022133510756265247
26.0,17,0.9531549182882842
26.0,18,0.7811847309247656
26.0,19,0.9455881059206475
26.0,20,0.9198570924488356
27.0,0,0.5292481942419207
27.0,1,0.9086038170305096
27.0,2,0.9320001750317245
27.0,3,0.9198598642434859
27.0,4,0.9313592360593982
27.0,5,0.9079864918205341
27.0,6,0.9174424732127173
27.0,7,0.9081853999734384
27.0,8,0.8092998725442799
27.0,9,0.8432597713374103
27.0,10,0.9018939729179574
27.0,11,0.9634146341463414
27.0,12,0.9483851095661358
27.0,13,0.9327444463879657
27.0,14,0.9880794115040327
27.0,15,0.6752604626523044
27.0,16,0.29625194056331783
27.0,17,0.9539564501046445
27.0,18,0.8856596898191352
27.0,19,0.950998504442685
27.0,20,0.9359562455892732
28.0,0,0.5044592899047102
28.0,1,0.9079396005845105
28.0,2,0.9289808777840983
28.0,3,0.913072038537333
28.0,4,0.9323229225984493
28.0,5,0.9079426340949959
28.0,6,0.6139996486913754
28.0,7,0.9056620478994201
28.0,8,0.936096338944315
28.0,9,0.8602322077461668
28.0,10,0.8131250553146296
28.0,11,0.9642983386355602
28.0,12,0.9625099005544311
28.0,13,0.931694944901172
28.0,14,0.9880794115040327
28.0,15,0.7064276885043264
28.0,16,0.8923929917941894
28.0,17,0.9538228614685844
28.0,18,0.926632004621606
28.0,19,0.9565848508841382
28.0,20,0.9372353563867325
29.0,0,0.10103767506527858
29.0,1,0.9067440109817119
29.0,2,0.9222859143219708
29.0,3,0.8753229691263411
29.0,4,0.9289500197117702
29.0,5,0.9048725933073111
29.0,6,0.8994379062005973
29.0,7,0.8991544557085307
29.0,8,0.8656880411374325
29.0,9,0.615749357440397
29.0,10,0.7295335870431011
29.0,11,0.9695563803464121
29.0,12,0.9571856023937341
29.0,13,0.9309952772433094
29.0,14,0.9898963041744216
29.0,15,0.4181087762669963
29.0,16,0.9595919272565979
29.0,17,0.9526205637440441
29.0,18,0.9172110385281962
29.0,19,0.9217911498196534
29.0,20,0.9273994354269584
30.0,0,0.25404388076910034
30.0,1,0.8515254837709781
30.0,2,0.9350194722793507
30.0,3,0.6157652726078389
30.0,4,0.9292128433133295
30.0,5,0.8944783123547213
30.0,6,0.9220533989109433
30.0,7,0.8840143432644207
30.0,8,0.7388476244890784
30.0,9,0.863998936453071
30.0,10,0.9053456058058236
30.0,11,0.9742400141392719
30.0,12,0.9229516852943764
30.0,13,0.9353244708763337
30.0,14,0.9889213861561641
30.0,15,0.7352551651068339
30.0,16,0.920204036371701
30.0,17,0.9518635614730374
30.0,18,0.9192996489356975
30.0,19,0.9542095539720242
30.0,20,0.9245324629498941
31.0,0,1.695547492285259e-05
31.0,1,0.7482619669663021
31.0,2,0.9288496039907234
31.0,3,0.10045982045106197
31.0,4,0.8937316571028079
31.0,5,0.2277970264462085
31.0,6,0.9058492886000351
31.0,7,0.7026871486121563
31.0,8,0.5008570298422186
31.0,9,0.028671452627847205
31.0,10,0.558367997167891
31.0,11,0.9779515729939908
31.0,12,0.9643140015840888
31.0,13,0.9436330243134511
31.0,14,0.991092794469556
31.0,15,0.02216139855200424
31.0,16,0.8665335994677312
31.0,17,0.9515518546555639
31.0,18,0.9486290716793316
31.0,19,0.024192838919679775
31.0,20,0.8761467889908257
32.0,0,0.4153243582352742
32.0,1,0.90829384935571
32.0,2,0.9289371198529733
32.0,3,0.9206481278738778
32.0,4,0.9318410793289237
32.0,5,0.9114951098636025
32.0,6,0.919199016335851
32.0,7,0.9045995838682545
32.0,8,0.9404034632795675
32.0,9,0.7732429318443677
32.0,10,0.6877157270554917
32.0,11,0.9655355249204666
32.0,12,0.9671741617530581
32.0,13,0.9322634248731853
32.0,14,0.9883009837809094
32.0,15,0.5365089175348755
32.0,16,0.9607008205810601
32.0,17,0.9528877410161642
32.0,18,0.909567613207128
32.0,19,0.9492830122283804
32.0,20,0.9368383909668313
33.0,0,0.7661331343890943
33.0,1,0.9075410707169109
33.0,2,0.9284557826105981
33.0,3,0.9240201445149989
33.0,4,0.9316220596609576
33.0,5,0.9094776544888382
33.0,6,0.9169594238538556
33.0,7,0.9080525919695427
33.0,8,0.916626378939041
33.0,9,0.883098466719844
33.0,10,0.9322506416497035
33.0,11,0.9640774125132555
33.0,12,0.9634339523013289
33.0,13,0.9300332342137485
33.0,14,0.9877248958610299
33.0,15,0.7421861204308671
33.0,16,0.89354624085163
33.0,17,0.9540900387407044
33.0,18,0.8915700128871706
33.0,19,0.9506466086038533
33.0,20,0.9407198306280875
34.0,0,0.5182101800671437
34.0,1,0.9044413939689147
34.0,2,0.9295934888198486
34.0,3,0.8690606525071163
34.0,4,0.9289938236453633
34.0,5,0.9051357396605412
34.0,6,0.9098893377832425
34.0,7,0.9077869759617513
34.0,8,0.9223399112204984
34.0,9,0.7690773730390853
34.0,10,0.9177803345428799
34.0,11,0.9677889713679746
34.0,12,0.9604857872040834
34.0,13,0.9271033758964492
34.0,14,0.9887441283346627
34.0,15,0.5791541585731944
34.0,16,0.9367043690396983
34.0,17,0.951819031927684
34.0,18,0.9335199751144292
34.0,19,0.9615553796076362
34.0,20,0.9297371206774877
35.0,0,0.5368103360575129
35.0,1,0.9063454811141124
35.0,2,0.9303811315800989
35.0,3,0.9173199036566674
35.0,4,0.9314030399929913
35.0,5,0.9051357396605412
35.0,6,0.9160372387142104
35.0,7,0.9083182079773341
35.0,8,0.9320089658506571
35.0,9,0.8163608969245768
35.0,10,0.8407381184175591
35.0,11,0.9658006362672322
35.0,12,0.9597817477778756
35.0,13,0.9292023788700368
35.0,14,0.988256669325534
35.0,15,0.6134999117075755
35.0,16,0.9464626302949656
35.0,17,0.9531994478336376
35.0,18,0.930187086166289
35.0,19,0.9561009941057447
35.0,20,0.9369266055045872
36.0,0,0.0786055817423446
36.0,1,0.892441216844529
36.0,2,0.935938388832976
36.0,3,0.9010291219619005
36.0,4,0.9277235095711595
36.0,5,0.908951361782378
36.0,6,0.9168715966976989
36.0,7,0.9038470051795121
36.0,8,0.395112732386938
36.0,9,0.7204644154923336
36.0,10,0.7735197805115497
36.0,11,0.9657122658183104
36.0,12,0.9616298512716712
36.0,13,0.9401784152527549
36.0,14,0.9894531596206683
36.0,15,0.4755429984107364
36.0,16,0.7434907961854069
36.0,17,0.9536892728325244
36.0,18,0.8739279207216816
36.0,19,0.9453681710213777
36.0,20,0.9331774876499647
37.0,0,0.00033910949845705177
37.0,1,0.8802196342381438
37.0,2,0.9292434253708485
37.0,3,0.47974600394131817
37.0,4,0.9155898199658329
37.0,5,0.7738695671242489
37.0,6,0.9167398559634639
37.0,7,0.8398778166364159
37.0,8,0.8002461213905858
37.0,9,0.3265532216609058
37.0,10,0.5864235773077263
37.0,11,0.9673471191233651
37.0,12,0.9665581272551262
37.0,13,0.940615707538919
37.0,14,0.9905167065496765
37.0,15,0.14016422390958855
37.0,16,0.7801286316256376
37.0,17,0.9515073251102106
37.0,18,0.9057903390659023
37.0,19,0.9326999208234362
37.0,20,0.921621383203952
38.0,0,0.3295805215504086
38.0,1,0.9050613293185139
38.0,2,0.9352820198661007
38.0,3,0.9195971097000218
38.0,4,0.9321915107976696
38.0,5,0.9137318538660585
38.0,6,0.9212190409274548
38.0,7,0.9073000132808003
38.0,8,0.7811277633718631
38.0,9,0.8254896747318975
38.0,10,0.7214797769714134
38.0,11,0.9640332272887946
38.0,12,0.9582416615330458
38.0,13,0.9345810739898548
38.0,14,0.9882123548701587
38.0,15,0.6070545647183472
38.0,16,0.9216234198270127
38.0,17,0.9540455091953511
38.0,18,0.9095231746878194
38.0,19,0.9517462831002024
38.0,20,0.9386467889908257
39.0,0,0.00439146800501882
39.0,1,0.3022627640260373
39.0,2,0.6180807771408567
39.0,3,0.11114517188526385
39.0,4,0.9093258574620001
39.0,5,0.38362352528397875
39.0,6,0.7193483225013174
39.0,7,0.47146841382974014
39.0,8,0.0
39.0,9,0.5058938225649207
39.0,10,0.5500486768740597
39.0,11,0.9532078472958643
39.0,12,0.03489395406142744
39.0,13,0.9477873010320098
39.0,14,0.989674731897545
39.0,15,0.14797810347872153
39.0,16,0.0019516522510534488
39.0,17,0.9619717682682459
39.0,18,0.008265564591387815
39.0,19,0.9097387173396675
39.0,20,0.7294460127028934
40.0,0,0.012852249991522263
40.0,1,0.4143382190143028
40.0,2,0.7601190215726601
40.0,3,0.19597109700021897
40.0,4,0.9121731131455605
40.0,5,0.4756370334634446
40.0,6,0.8297470577902688
40.0,7,0.49311611846473946
40.0,8,0.0
40.0,9,0.5947886200478596
40.0,10,0.6613417116558987
40.0,11,0.9574496288441146
40.0,12,0.010560591393118015
40.0,13,0.9717071890851845
40.0,14,0.9892315873437916
40.0,15,0.17901289069397847
40.0,16,0.0011976047904191617
40.0,17,0.9567172819165516
40.0,18,0.023241345598364663
40.0,19,0.9339315562593472
40.0,20,0.8068983768525053
41.0,0,0.0
41.0,1,0.8986848514369216
41.0,2,0.9343193453813504
41.0,3,0.0
41.0,4,0.9542686933286609
41.0,5,0.9014078329897811
41.0,6,0.9209555594589847
41.0,7,0.40223117446544776
41.0,8,0.6624620929108249
41.0,9,0.24386244793051493
41.0,10,0.03597663510045137
41.0,11,0.9540031813361611
41.0,12,0.9625979054827071
41.0,13,0.9363739723631275
41.0,14,0.9913143667464327
41.0,15,0.0
41.0,16,0.007407407407407408
41.0,17,0.9530213296522243
41.0,18,0.9024130115984536
41.0,19,0.6203043899005894
41.0,20,0.8034139026111503
42.0,0,0.3799043711214351
42.0,1,0.8943453039897268
42.0,2,0.9295059729575985
42.0,3,0.6314429603678564
42.0,4,0.9296508826492619
42.0,5,0.9103986667251436
42.0,6,0.9066836465835236
42.0,7,0.9060604719111072
42.0,8,0.9334593240451808
42.0,9,0.9378268191083932
42.0,10,0.9551730241614302
42.0,11,0.9657122658183104
42.0,12,0.9620258734489131
42.0,13,0.9317386741297884
42.0,14,0.988522556057786
42.0,15,0.6689475542998411
42.0,16,0.9609225992459526
42.0,17,0.9533330364696977
42.0,18,0.9208105585921877
42.0,19,0.9476994809536378
42.0,20,0.9385585744530699
43.0,0,0.001068194920139713
43.0,1,0.0
43.0,2,0.9247363584649718
43.0,3,0.005298883293190278
43.0,4,0.9204958605282755
43.0,5,0.9092145081356081
43.0,6,0.8967591779378183
43.0,7,0.6878126521758378
43.0,8,0.8866523095855492
43.0,9,0.915359390233094
43.0,10,0.8191432870165501
43.0,11,0.959349593495935
43.0,12,0.9387925723840536
43.0,13,0.9306454434143782
43.0,14,0.9883009837809094
43.0,15,0.09659191241391489
43.0,16,0.8556664448880018
43.0,17,0.9525760341986909
43.0,18,0.9155223747944718
43.0,19,0.9102225741180611
43.0,20,0.9105945659844742
44.0,0,6.782189969141036e-05
44.0,1,0.8192445644954169
44.0,2,0.9264866757099725
44.0,3,0.0014013575651412305
44.0,4,0.9046388365675238
44.0,5,0.8431647734748476
44.0,6,0.9160811522922888
44.0,7,0.8399220859710479
44.0,8,0.9362281896892718
44.0,9,0.5963396259859967
44.0,10,0.932958668908753
44.0,11,0.9621774478614351
44.0,12,0.9529173633723489
44.0,13,0.9633111771908344
44.0,14,0.9892315873437916
44.0,15,0.2349902878333039
44.0,16,0.9535595475715236
44.0,17,0.9504831455670838
44.0,18,0.9276096520463938
44.0,19,0.954561449810856
44.0,20,0.9508203952011292
45.0,0,0.08577774763471124
45.0,1,0.9064783244033122
45.0,2,0.9313438060648492
45.0,3,0.8557039632143639
45.0,4,0.9301765298523808
45.0,5,0.9125476952765229
45.0,6,0.9202968557878096
45.0,7,0.9064146265881624
45.0,8,0.9500725179097262
45.0,9,0.7055747584862182
45.0,10,0.8593680856712983
45.0,11,0.9657564510427713
45.0,12,0.9578456393558039
45.0,13,0.9290711911841875
45.0,14,0.9875919524949038
45.0,15,0.9857849196538937
45.0,16,0.7860279441117765
45.0,17,0.9530658591975776
45.0,18,0.9252988490423499
45.0,19,0.9440045746459048
45.0,20,0.9315896259703599
46.0,0,0.6535148699515073
46.0,1,0.9098436877297081
46.0,2,0.9261803701920973
46.0,3,0.9163126779067221
46.0,4,0.9380612378991633
46.0,5,0.9105302399017587
46.0,6,0.9178376954154225
46.0,7,0.9060604719111072
46.0,8,0.950599920889553
46.0,9,0.9006913055038553
46.0,10,0.9342862200194707
46.0,11,0.9665959703075292
46.0,12,0.9581096541406319
46.0,13,0.9255291236662585
46.0,14,0.9881680404147833
46.0,15,0.8482694684796045
46.0,16,0.9450876025726325
46.0,17,0.9540900387407044
46.0,18,0.9256987957161268
46.0,19,0.9518782440397642
46.0,20,0.9403669724770642
47.0,0,0.06928007053477568
47.0,1,0.718327945799938
47.0,2,0.6789480593357546
47.0,3,0.4372673527479746
47.0,4,0.925401901090718
47.0,5,0.8189553089776764
47.0,6,0.8750219567890392
47.0,7,0.7613440169994244
47.0,8,0.008174746187315958
47.0,9,0.6089249313125942
47.0,10,0.8021063810956722
47.0,11,0.9562566277836692
47.0,12,0.4596497403854616
47.0,13,0.9531222669232114
47.0,14,0.9894531596206683
47.0,15,0.3793484019071164
47.0,16,0.08897760035484586
47.0,17,0.9541345682860578
47.0,18,0.03661733991023419
47.0,19,0.8998416468725258
47.0,20,0.9174311926605505
48.0,0,0.35124961850181424
48.0,1,0.8881016693973343
48.0,2,0.9364634840064762
48.0,3,0.9225312021020363
48.0,4,0.9288186079109904
48.0,5,0.8997412394193237
48.0,6,0.9175742139469524
48.0,7,0.885696577980433
48.0,8,0.12354414802443633
48.0,9,0.8063458300097491
48.0,10,0.9009204354367644
48.0,11,0.9663750441852245
48.0,12,0.9328522397254246
48.0,13,0.939216372223194
48.0,14,0.9888770717007888
48.0,15,0.6778650891753487
48.0,16,0.10774007540474606
48.0,17,0.953778331923231
48.0,18,0.821046082744523
48.0,19,0.9495029471276503
48.0,20,0.9311044460127029
49.0,0,0.7202516192478551
49.0,1,0.9071868219457114
49.0,2,0.9314313219270993
49.0,3,0.9329100065688636
49.0,4,0.9342064917429586
49.0,5,0.9112319635103724
49.0,6,0.920735991568593
49.0,7,0.9056620478994201
49.0,8,0.9336790752867754
49.0,9,0.8878844279003811
49.0,10,0.8903885299584035
49.0,11,0.965314598798162
49.0,12,0.9534893954061427
49.0,13,0.9334878432744447
49.0,14,0.9883009837809094
49.0,15,0.7923803637647889
49.0,16,0.5109780439121756
49.0,17,0.9540900387407044
49.0,18,0.9260098653512865
49.0,19,0.950866543503123
49.0,20,0.9404110797459422
50.0,0,0.00025433212384278885
50.0,1,0.10844440508346986
50.0,2,0.922548461908721
50.0,3,0.13755200350339392
50.0,4,0.0
50.0,5,0.4571290732862594
50.0,6,0.8969348322501317
50.0,7,0.4244986497852937
50.0,8,0.9414143189909023
50.0,9,0.209031286005495
50.0,10,0.8856978493672006
50.0,11,0.8082803110639802
50.0,12,0.9457009592537182
50.0,13,0.9653227217071891
50.0,14,0.992643800407693
50.0,15,0.08559950556242274
50.0,16,0.8703038367709026
50.0,17,0.9401522910451084
50.0,18,0.9226769764031463
50.0,19,0.9601477962523093
50.0,20,0.959333098094566
51.0,0,0.0
51.0,1,0.16773679316299872
51.0,2,0.922504703977596
51.0,3,0.0031968469454784322
51.0,4,0.21442025493889352
51.0,5,0.0023683171790710934
51.0,6,0.9100649920955559
51.0,7,0.10624640311656115
51.0,8,0.062980705840988
51.0,9,0.0011078613843835859
51.0,10,0.4669439773431277
51.0,11,0.9604984093319194
51.0,12,0.957317609786148
51.0,13,0.964666783277943
51.0,14,0.9919790835770629
51.0,15,0.007239978809818117
51.0,16,0.18842315369261478
51.0,17,0.9502159682949637
51.0,18,0.9228102919610719
51.0,19,0.023137151403184657
51.0,20,0.8201746647847565
